OBJECTID,Parcel Number,APN  JF,Address,City,Zip Code,Legal Line,Case No 1,Case No 2,Case No 3,Case No 4,Amount 1,Amount 2,Amount 3,Amount 4,Sale Location
258,27-510-06-06-00-0-00-000,JA27510060600000000,9413 E 18TH ST S,INDEPENDENCE,64052,"FAIRLAND, W 34' LOT 6 & E 16' LOT 7",I2015-00275,,,,790.75,,,,Independence
964,27-510-07-16-00-0-00-000,JA27510071600000000,1918 S EVANSTON AVE,INDEPENDENCE,64052,"HARRISONS PARK, LOT 223",I2014-00313,,,,543.75,,,,Independence
967,27-510-07-17-00-0-00-000,JA27510071700000000,1916 S EVANSTON AVE,INDEPENDENCE,64052,"HARRISONS PARK, LOT 146 (EX N 2')",I2014-00314,,,,3749.06,,,,Independence
1048,27-540-09-44-00-0-00-000,JA27540094400000000,9813 E 26TH TERRACE CT S,INDEPENDENCE,64052,"WESTPHAL ESTATES, LOT 12",I2015-00281,,,,1644.5,,,,Independence
255,27-610-04-01-00-0-00-000,JA27610040100000000,10819 E WINNER RD,INDEPENDENCE,64052,SEC 9 TWP 49 RNG 32 BEG 248' E & 50' S OF NW COR NE 1/4 TH E 60' TH S 175' TH W 60' TH N 175' TO POB,I2015-00282,,,,10755.87,,,,Independence
254,27-610-05-05-00-0-00-000,JA27610050500000000,10901 E WINNER RD,INDEPENDENCE,64052,"SEC 9 TWP 49 RNG 32, BEG 348' E & 50' S OF NW COR NE 1/4 TH E 160' TH S 195' TH W, 160' TH N 195' TO POB",I2015-00284,,,,52900.92,,,,Independence
240,27-620-12-03-00-0-00-000,JA27620120300000000,10618 E 19TH TER S,INDEPENDENCE,64052,"HARRISONS MEADOW, LOTS 110 & 111",I2015-00290,,,,7274.97,,,,Independence
101,27-710-04-31-00-0-00-000,JA27710043100000000,2713 S STERLING AVE,INDEPENDENCE,64052,"ENGLEWOOD VIEW, LOTS 6 & 7 (EX PT FOR ROW)",I2015-00303,,,,4762.67,,,,Independence
1045,27-710-04-06-00-0-00-000,JA27710040600000000,2707 S STERLING AVE,INDEPENDENCE,64052,"ENGLEWOOD VIEW, LOT 4 (EX PT FOR ROW)",I2015-00302,,,,1017.53,,,,Independence
1055,27-710-04-05-00-0-00-000,JA27710040500000000,2705 S STERLING AVE,INDEPENDENCE,64052,"ENGLEWOOD VIEW, LOT 3 (EX PT FOR ROW)",I2015-00301,,,,4834.53,,,,Independence
1024,27-710-13-28-00-0-00-000,JA27710132800000000,11313 E SHELEY RD,INDEPENDENCE,64052,"ENGLEWOOD VIEW, 92.45' LOT 155 (MEAS ON W LI)",I2015-00307,,,,1508.99,,,,Independence
1032,27-710-08-03-00-0-00-000,JA27710080300000000,2905 S STERLING AVE,INDEPENDENCE,64052,"ENGLEWOOD VIEW, LOT 23 (EX PT TAKEN FOR RD)",I2015-00306,,,,2364.75,,,,Independence
63,27-710-17-12-00-0-00-000,JA27710171200000000,2929 MASON AVE,INDEPENDENCE,64052,"ROCKWOOD HEIGHTS, LOT 395",I2015-00308,,,,5600.52,,,,Independence
82,27-720-07-61-00-0-00-000,JA27720076100000000,10604 E 29TH ST S,INDEPENDENCE,64052,"ROCKWOOD HEIGHTS ADD, LOT 310",I2015-00310,,,,4503.07,,,,Independence
19,27-730-17-21-00-0-00-000,JA27730172100000000,10512 E 35TH ST S,INDEPENDENCE,64052,PRUETT SUB---LOT 3,I2015-00313,,,,7718.7,,,,Independence
24,27-740-08-09-00-0-00-000,JA27740080900000000,3337 S STERLING AVE,INDEPENDENCE,64052,"BALLEW PLACE, N 50' LOT 4",I2015-00316,,,,3610.87,,,,Independence
18,27-740-18-02-00-0-00-000,JA27740180200000000,3410 APPLETON AVE,INDEPENDENCE,64052,"BEVERLY MANOR, LOT 4",I2015-00317,,,,6234.52,,,,Independence
148,27-740-20-25-00-0-00-000,JA27740202500000000,NO ADDRESS ASSIGNED BY CITY,INDEPENDENCE,64052,"HARDY HEIGHTS, LOT 124",I2015-00319,,,,269.04,,,,Independence
1036,27-820-02-01-00-0-00-000,JA27820020100000000,2700 BLUE RIDGE BLVD,KANSAS CITY,64129,"COMM PLAT FOGLE LANDS, E 70.5' OF ALL TH PT OF LOT 3 OF FOGLE EST BEG 10' S OF PT, OF N LI SEC 17 INTERSEC WI W LI BLUE RIDGE RD & TH S 131' TH, W 210' TH N 131' TH E 210' TO POB",K2015-01146,,,,8741.68,,,,Kansas City
39,27-840-09-18-00-0-00-000,JA27840091800000000,9812 E 33RD ST S,INDEPENDENCE,64052,"WUNDURVUE, BEG SE COR LOT 83 TH N ALG E LI LOT 103.89' TH SWLY ON STR, LI TO NELY COR LOT 84 TH SLY ALG ELYLI TO SWLY COR TH ELY, ALG SLY LI 75' TO POB LOT 83",I2015-00322,,,,2227.14,,,,Independence
72,27-910-10-10-00-0-00-000,JA27910101000000000,3022 WALLACE AVE,KANSAS CITY,64129,"MUNSELL ACRES (K C), N 1/2 OF LOT 52",K2015-01151,,,,3122.22,,,,Kansas City
1035,27-910-05-15-00-0-00-000,JA27910051500000000,2913 WALLACE AVE,KANSAS CITY,64129,"MUNSELL ACRES, S 110' OF LOT 39, (KNOWN AS TR 3 ON CERT SUR T-2 PG-40)",K2015-01148,,,,6315.57,,,,Kansas City
1022,27-940-01-21-00-0-00-000,JA27940012100000000,8624 E 32ND ST,KANSAS CITY,64129,"TURPIN FORD C 2ND ADD, ELY 72' OF LOT 23",K2015-01152,,,,4449.57,,,,Kansas City
364,28-110-05-14-00-0-00-000,JA28110051400000000,618 NEWTON AVE,KANSAS CITY,64125,"EAST RIDGEWAY, E 131.17 FT OF LOT 7 BLK 4",K2015-01156,,,,1753.31,,,,Kansas City
332,28-110-22-05-00-0-00-000,JA28110220500000000,1111 BENNINGTON AVE,KANSAS CITY,64126,"CENTROPOLIS, LOT 25 & S 8 1/3' LOT 26 BLK 16",K2013-15303,K2015-01167,,,2402.53,2402.53,,,Kansas City
339,28-110-15-11-00-0-00-000,JA28110151100000000,922 EWING AVE,KANSAS CITY,64126,"RIDGEWAY RES OF LOTS 7-28 INC & 41-51 INC, S 20' OF LOT 10 & N 42.21' OF LOT 11",K2015-01165,,,,1158.75,,,,Kansas City
363,28-120-03-20-00-0-00-000,JA28120032000000000,623 BEACON AVE,KANSAS CITY,64125,"WEST RIDGEWAY, W 130' OF LOTS 8 & 9 B LK 3",K2012-15206,K2015-01169,,,3707.58,3707.58,,,Kansas City
305,28-120-19-18-00-0-00-000,JA28120191800000000,800 FREMONT AVE,KANSAS CITY,64125,WEST RIDGEWAY BLK 9,K2012-15207,K2015-01176,,,807.5,807.5,,,Kansas City
350,28-120-19-13-00-0-00-000,JA28120191300000000,816 FREMONT AVE,KANSAS CITY,64125,"FAIRVIEW ADD (K C MO), LOTS 122 & 123",K2015-01175,,,,470.6,,,,Kansas City
352,28-120-17-02-00-0-00-000,JA28120170200000000,801 FULLER AVE,KANSAS CITY,64125,"WEST RIDGEWAY, N 25 FT OF LOT 1 BLK 7",K2015-01174,,,,1724.18,,,,Kansas City
330,28-120-31-22-00-0-00-000,JA28120312200000000,5812 PEERY AVE,KANSAS CITY,64126,"DICKSON PARK, LOT 84 (EX PT IN ALLEY)",K2015-01187,,,,2818.03,,,,Kansas City
333,28-120-38-10-00-0-00-000,JA28120381000000000,6217 PEERY AVE,KANSAS CITY,64126,"STEELE'S R O SECOND ADD, LOT 40",K2015-01188,,,,1409.2,,,,Kansas City
334,28-120-38-11-00-0-00-000,JA28120381100000000,6215 PEERY AVE,KANSAS CITY,64126,"STEELE'S R O SECOND ADD, LOT 41",K2015-01189,,,,346.84,,,,Kansas City
291,28-130-01-01-00-0-00-000,JA28130010100000000,6515 E 12TH ST,KANSAS CITY,64126,"ROLAND, LOT 1",K2015-01194,,,,3374.38,,,,Kansas City
327,28-130-01-22-00-0-00-000,JA28130012200000000,6418 E 12TH TER,KANSAS CITY,64126,"ROLAND, E 30 FT OF LOT 27 & W 20 FT   OF LOT 28",K2015-01196,,,,1791.2,,,,Kansas City
328,28-130-01-16-00-0-00-000,JA28130011600000000,1215 FREMONT AVE,KANSAS CITY,64126,"ROLAND, LOT 21",K2015-01195,,,,4327,,,,Kansas City
286,28-130-18-28-00-0-00-000,JA28130182800000000,6230 E 15TH TER,KANSAS CITY,64126,"HOLCOMB PLACE, LOT 27",K2015-01201,,,,1580.13,,,,Kansas City
288,28-130-15-22-00-0-00-000,JA28130152200000000,6242 E TRUMAN RD,KANSAS CITY,64126,"ROLAND, LOTS 240 & 241",K2015-01200,,,,8125.74,,,,Kansas City
289,28-130-15-13-00-0-00-000,JA28130151300000000,1405 BELMONT AVE,KANSAS CITY,64126,"ROLAND, LOT 224",K2015-01199,,,,330.1,,,,Kansas City
290,28-130-15-08-00-0-00-000,JA28130150800000000,6221 E 14TH ST,KANSAS CITY,64126,"ROLAND, LOT 219",K2015-01198,,,,1633.94,,,,Kansas City
272,28-130-30-16-00-0-00-000,JA28130301600000000,6026 E 17TH ST,KANSAS CITY,64126,"HIGHPOINT, LOT 281",K2015-01212,,,,929.96,,,,Kansas City
275,28-130-29-13-00-0-00-000,JA28130291300000000,1635 TOPPING AVE,KANSAS CITY,64126,HIGHPOINT LOT 71,K2015-01210,,,,1822.64,,,,Kansas City
278,28-130-25-04-00-0-00-000,JA28130250400000000,6433 E 16TH ST,KANSAS CITY,64126,"MANCHESTER HEIGHTS, W 8.33' OF LOT 6 & ALL OF LOT 7 & E 10' OF LOT 8 BLK1 & N, N 1/2 VAC ALLEY LY S OF & ADJ",K2015-01208,,,,2919.45,,,,Kansas City
285,28-130-28-14-00-0-00-000,JA28130281400000000,1601 TOPPING AVE,KANSAS CITY,64126,"HIGHPOINT, LOT 60",K2014-01221,,,,1694.4,,,,Kansas City
1002,28-130-29-15-00-0-00-000,JA28130291500000000,1643 TOPPING AVE,KANSAS CITY,64126,"HIGHPOINT, LOTS 74 & 75",K2015-01211,,,,656.63,,,,Kansas City
936,28-140-24-26-00-0-00-000,JA28140242600000000,1618 CAMBRIDGE AVE,KANSAS CITY,64126,"COLLINS AND BYERS FIRST ADD, S 42' OF N 48' LOT 31",K2015-01221,,,,2808.69,,,,Kansas City
354,28-210-08-02-00-0-00-000,JA28210080200000000,5045 E 8TH ST,KANSAS CITY,64124,"CLAREMONT, E 1/2 OF N 137 FT LOT 26",K2015-01225,,,,2056.72,,,,Kansas City
930,28-210-07-23-00-0-00-000,JA28210072300000000,5012 E 8TH ST,KANSAS CITY,64124,"CLAREMONT, E 16 2/3' OF LOT 15 & W 16 2/3' OF LOT 16 (EX PT IN ALLEY)",K2015-01224,,,,2438.96,,,,Kansas City
979,28-210-21-07-00-0-00-000,JA28210210700000000,5615 E 11TH ST,KANSAS CITY,64127,WESTMINSTER E 40 FT OF N 150 FT OF LOT    5 BLK 4,K2015-01226,,,,760.15,,,,Kansas City
345,28-220-23-18-00-0-00-000,JA28220231800000000,4414 E 10TH ST,KANSAS CITY,64124,"MOUNT VERNON, LOT 59 BLK 1",K2014-01280,,,,1703.49,,,,Kansas City
347,28-220-23-08-00-0-00-000,JA28220230800000000,4417 E 9TH ST,KANSAS CITY,64124,"MOUNT VERNON, LOT 13 BLK 1",K2015-01244,,,,1731.24,,,,Kansas City
360,28-220-19-02-00-0-00-000,JA28220190200000000,4207 E 8TH ST,KANSAS CITY,64124,GREENVIEW ADD E 65' OF LOTS 117 & 118,K2014-01277,,,,1047.67,,,,Kansas City
361,28-220-19-03-00-0-00-000,JA28220190300000000,4201 E 8TH ST,KANSAS CITY,64124,"GREENVIEW ADD, ALL OF LOTS 117 & 118 (EX E 65')",K2015-01242,,,,2337.22,,,,Kansas City
281,28-230-12-19-00-0-00-000,JA28230121900000000,1522 ELMWOOD AVE,KANSAS CITY,64127,"KENSINGTON ANNEX CORR PLAT, LOT 10 BLK 7",K2015-01263,,,,1456.79,,,,Kansas City
277,28-230-23-18-00-0-00-000,JA28230231800000000,4906 E 17TH ST,KANSAS CITY,64127,"EAST KENSINGTON, W 1/2 VAC ALLEY E OF & ADJ & E 40' OF S 39' OF LOT 11, BLK 16 & W 1/2 VAC ALLEY E OF & ADJ & E 40' OF N, 38.07' OF LOT 12 BLK 16",K2015-01276,,,,1205.15,,,,Kansas City
280,28-230-15-12-00-0-00-000,JA28230151200000000,1530 SPRUCE AVE,KANSAS CITY,64127,"KENSINGTON, S 44' OF LOT 11 BLK 1",K2015-01265,,,,601.37,,,,Kansas City
293,28-240-03-20-00-0-00-000,JA28240032000000000,1304 OAKLEY AVE,KANSAS CITY,64127,"EDGEWOOD HEIGHTS, LOT 21",K2015-01280,,,,1422.07,,,,Kansas City
295,28-240-01-28-00-0-00-000,JA28240012800000000,1234 TOPPING AVE,KANSAS CITY,64126,EATONIA PARK RES  LOT 30,K2015-01277,,,,325.97,,,,Kansas City
292,28-240-10-25-01-0-00-000,JA28240102501000000,NO ADDRESS ASSIGNED BY CITY,KANSAS CITY,64127,HARDESTY PARK---LOT 40,K2015-01284,,,,344.78,,,,Kansas City
904,28-310-03-13-00-0-00-000,JA28310031300000000,3818 E 6TH ST,KANSAS CITY,64124,"BETHSAIDA SPRINGS, ALL OF LOT 20 W 1 ' OF LOT    21",K2015-01292,,,,1656.59,,,,Kansas City
356,28-310-14-29-00-0-00-000,JA28310142900000000,3715 E 7TH ST,KANSAS CITY,64124,"GAGE'S ADD, W 25' OF LOT 4 & ALL OF LOT 5 BLK 5",K2015-01297,,,,1180.98,,,,Kansas City
368,28-310-07-21-00-0-00-000,JA28310072100000000,622 CLEVELAND AVE,KANSAS CITY,64124,"GAGE'S ADD, N 26' OF S 103' OF LOTS 1-2-3-4 & 5 & N 26' OF S 103', OF E 13' OF LOT 6 BLK 4",K2015-01296,,,,938.85,,,,Kansas City
342,28-310-24-14-00-0-00-000,JA28310241400000000,3422 E 10TH ST,KANSAS CITY,64124,"ORTIZ PLACE, E 31 2/3' OF S 145' LOT 23 & W 1 2/3' OF S 145' LOT 24",K2015-01305,,,,2691.1,,,,Kansas City
358,28-310-16-06-01-0-00-000,JA28310160601000000,NO ADDRESS ASSIGNED BY CITY,KANSAS CITY,64124,VIENNA PLACE---E 50' OF N 150' OF LOT 2,K2015-01299,,,,2773.22,,,,Kansas City
359,28-310-16-06-04-0-00-000,JA28310160604000000,NO ADDRESS ASSIGNED BY CITY,KANSAS CITY,64124,VIENNA PLACE W 50' OF N 150' OF LOT 2,K2015-01302,,,,479.77,,,,Kansas City
898,28-310-28-15-00-0-00-000,JA28310281500000000,1030 CLEVELAND AVE,KANSAS CITY,64127,"BALES PARK, S 35' LOT 9",K2015-01306,,,,2262.54,,,,Kansas City
373,28-320-01-34-00-0-00-000,JA28320013400000000,610 INDIANA AVE,KANSAS CITY,64124,"TROST'S SECOND ADD, N 35' OF S 137.5' OF LOT 4 (EX PT IN ST)",K2015-01309,,,,3664.7,,,,Kansas City
366,28-320-10-06-00-0-00-000,JA28320100600000000,3015 E 7TH ST,KANSAS CITY,64124,"ANDERSON PLACE, LOT 3 & N 1/2 VAC ALLEY S & ADJ",K2015-01314,,,,3664.21,,,,Kansas City
369,28-320-08-11-00-0-00-000,JA28320081100000000,3217 E 6TH ST,KANSAS CITY,64124,"MURPHY'S J R SECOND ADD, LOT 6 & A STRIP 12' BY 30' S OF & ADJ SD LOT 6",K2014-01344,,,,618.7,,,,Kansas City
351,28-320-19-12-00-0-00-000,JA28320191200000000,914 BELLEFONTAINE AVE,KANSAS CITY,64127,"GOODIN JAMES PLACE, TH S 32 1/2' OF TH N 65' OF LOT 17-18-19 & 20 BLK 2",K2015-15507,,,,1307.27,,,,Kansas City
331,28-320-34-08-00-0-00-000,JA28320340800000000,2821 PEERY AVE,KANSAS CITY,64127,"STEWART'S THIRD ADD, W 35' LOT 30 & E 5' LOT 31",K2015-01328,,,,1241.44,,,,Kansas City
338,28-320-30-30-00-0-00-000,JA28320303000000000,1102 AGNES AVE,KANSAS CITY,64127,"STEWART'S THIRD ADD, S 33' OF N 65' LOTS 1 & 2",K2015-01327,,,,2162.84,,,,Kansas City
296,28-340-11-24-00-0-00-000,JA28340112400000000,1314 CLEVELAND AVE,KANSAS CITY,64127,"BALES WM SECOND ADD, N 33 1-3' LOT 13 BLK 4",K2015-15512,,,,704.07,,,,Kansas City
892,28-340-11-20-00-0-00-000,JA28340112000000000,1322 CLEVELAND AVE,KANSAS CITY,64127,"WILLIAM BALES' 2ND ADD, S 16' OF LOT 15 & N 17' OF    LOT 16 BLK 4",K2015-15509,,,,727.78,,,,Kansas City
893,28-340-11-23-00-0-00-000,JA28340112300000000,1316 CLEVELAND AVE,KANSAS CITY,64127,"BALES WM SECOND ADD, S 16 2/3' OF LOT 13 & N 16 2/3' OF LOT 14 BLK 4",K2015-15511,,,,600.77,,,,Kansas City
894,28-340-11-19-00-0-00-000,JA28340111900000000,1324 CLEVELAND AVE,KANSAS CITY,64127,"BALES WM SECOND ADD, S 33' OF LOT 16 BLK 4",K2015-15508,,,,628.4,,,,Kansas City
895,28-340-11-21-00-0-00-000,JA28340112100000000,1320 CLEVELAND AVE,KANSAS CITY,64127,"BALES WM SECOND ADD, N 34' LOT 15 BLK 4",K2015-15510,,,,829.91,,,,Kansas City
896,28-340-11-25-00-0-00-000,JA28340112500000000,1310 CLEVELAND AVE,KANSAS CITY,64127,"BALES WM SECOND ADD, S 35' LOT 12 BLK 4",K2015-15513,,,,801.48,,,,Kansas City
251,28-410-16-13-00-0-00-000,JA28410161300000000,1921 MONROE AVE,KANSAS CITY,64127,"INDIANAPOLIS PLACE SUB OF, LOTS 39,41,43                 LOT 14",K2015-01338,,,,210.89,,,,Kansas City
259,28-410-16-10-00-0-00-000,JA28410161000000000,1917 MONROE AVE,KANSAS CITY,64127,"INDIANAPOLIS PLACE, S 69' OF E 95.25' OF LOT 40  (LY E OF MONROE AVE)",K2015-01337,,,,208.83,,,,Kansas City
233,28-420-18-40-00-0-00-000,JA28420184000000000,2908 E 21ST ST,KANSAS CITY,64127,"ORWELL PLACE, W 20' OF LOT 5 E 12' OF LOT 6",K2015-01348,,,,855.24,,,,Kansas City
250,28-420-18-49-00-0-00-000,JA28420184900000000,2022 AGNES AVE,KANSAS CITY,64127,"SECTION 10 TWNSHP 49 RANGE, 33 BEG 213 FT N OF NW COR     OF 21ST ST & AGNES AVE TH W, 135FT, TH N26 FT TH E 135     FT, TH S 26 FT TOBEG",K2014-15433,K2015-15519,,,926.63,926.63,,,Kansas City
267,28-420-19-65-00-0-00-000,JA28420196500000000,1814 KANSAS AVE,KANSAS CITY,64127,GRAHAM'S ADD--- LOT 27 BLK 1,K2015-01351,,,,276.58,,,,Kansas City
993,28-420-16-15-00-0-00-000,JA28420161500000000,1914 COLLEGE AVE,KANSAS CITY,64127,"KINGSTON PLACE, LOTS 12 & 13 BLK 2",K2015-01344,,,,1018.33,,,,Kansas City
994,28-420-18-69-00-0-00-000,JA28420186900000000,1832 AGNES AVE,KANSAS CITY,64127,GRAHAM'S ADD LOT 35 BLK 2,K2015-01350,,,,286.98,,,,Kansas City
239,28-420-31-14-00-0-00-000,JA28420311400000000,3312 E 22ND ST,KANSAS CITY,64127,"CALKINS ADD, W 1/2 OF LOT 18 ALL OF LOT    19",K2015-01361,,,,1135.07,,,,Kansas City
252,28-420-26-07-00-0-00-000,JA28420260700000000,3200 E 20TH TER,KANSAS CITY,64127,"SOUTH KINGSTON PLACE, LOTS 21 & 22 BLK 2",K2015-01356,,,,2943.93,,,,Kansas City
982,28-420-26-06-01-0-00-000,JA28420260601000000,3205 E 20TH ST,KANSAS CITY,64127,"SOUTH KINGSTON PLACE---LOTS 3, 4 & 5  BLK 2",K2015-01354,,,,1132.7,,,,Kansas City
983,28-420-26-06-02-0-00-000,JA28420260602000000,3201 E 20TH ST,KANSAS CITY,64127,SOUTH KINGSTON PLACE---LOTS 1 & 2  BLK 2,K2015-01355,,,,1545.9,,,,Kansas City
984,28-420-27-02-00-0-00-000,JA28420270200000000,3023 E 20TH ST,KANSAS CITY,64127,SOUTH KINGSTON PLACE  E 21' OF LOT 13 & W 6.5' OF LOT 14 BLK 1,K2015-01357,,,,1103.34,,,,Kansas City
242,28-420-37-04-00-0-00-000,JA28420370400000000,2105 PROSPECT AVE,KANSAS CITY,64127,"STIFTER'S ADD, N 12.5 FT OF LOT 22 & ALL O   F LOT23 BLK 1",K2015-01364,,,,1122.27,,,,Kansas City
244,28-420-36-03-00-0-00-000,JA28420360300000000,2103 MONTGALL AVE,KANSAS CITY,64127,"HYDES FIRST ADD, S 16' OF LOT 1 & N 17' OF LOT 2",K2015-01363,,,,2859.29,,,,Kansas City
806,28-420-44-19-00-0-00-000,JA28420441900000000,3318 E 23RD ST,KANSAS CITY,64127,"BEULAH PLACE, ALL OF LOT 17 & 18",K2015-01369,,,,375.25,,,,Kansas City
905,28-420-44-06-00-0-00-000,JA28420440600000000,3311 E 22ND ST,KANSAS CITY,64127,"BEULAH PLACE, ALL OF LOT 33 W 8 ' OF LOT    34",K2015-01367,,,,1252.25,,,,Kansas City
928,28-420-41-16-00-0-00-000,JA28420411600000000,2208 AGNES AVE,KANSAS CITY,64127,"CHESTNUT HEIGHTS, LOT 15",K2015-01366,,,,926.73,,,,Kansas City
107,28-430-03-08-02-0-00-000,JA28430030802000000,NO ADDRESS ASSIGNED BY CITY,KANSAS CITY,64127,"ELDORADO, N 34' OF LOT 16",K2015-01371,,,,239.81,,,,Kansas City
192,28-430-01-21-00-0-00-000,JA28430012100000000,3316 E 24TH ST,KANSAS CITY,64127,"FREYS PLACE, W 34 FT OF E 121.17 FT OF L   OTS 1-2 & 3",K2015-01370,,,,724.31,,,,Kansas City
224,28-430-03-09-00-0-00-000,JA28430030900000000,2321 BELLEFONTAINE AVE,KANSAS CITY,64127,"ELDORADO, N 17' OF LOT 15 & TH S 16' OF LOT 16",K2015-01372,,,,253.54,,,,Kansas City
960,28-430-03-11-00-0-00-000,JA28430031100000000,2325 BELLEFONTAINE AVE,KANSAS CITY,64127,"EL DORADO, N 33 FT OF LOT 14",K2015-01374,,,,253.54,,,,Kansas City
961,28-430-06-16-00-0-00-000,JA28430061600000000,2324 BENTON BLVD,KANSAS CITY,64127,"EL DORADO, S 34.62 FT W 119.5 FT OF N    40 FTLOT 67",K2015-01375,,,,3681.57,,,,Kansas City
196,28-430-23-08-00-0-00-000,JA28430230800000000,2451 CHESTNUT AVE,KANSAS CITY,64127,"PROSPECT PARK, LOT 8 BLK 5",K2014-01414,,,,876.62,,,,Kansas City
209,28-430-15-10-00-0-00-000,JA28430151000000000,2415 WALROND AVE,KANSAS CITY,64127,"JEFFERSON HEIGHTS, N 33' OF S 36' OF LOT 18",K2015-01381,,,,1034.13,,,,Kansas City
155,28-430-34-33-00-0-00-000,JA28430343300000000,2620 INDIANA AVE,KANSAS CITY,64127,"TOWER GROVE ADD, N 20' LOT 7 & S 10' LOT 8",K2015-01400,,,,1312.89,,,,Kansas City
168,28-430-30-25-00-0-00-000,JA28430302500000000,2536 BELLEFONTAINE AVE,KANSAS CITY,64127,"ROCHESTER PLACE, S 9 FT OF LOT 21 ALL OF LOT   22",K2012-01403,K2015-01392,,,2214.79,2214.79,,,Kansas City
171,28-430-32-15-00-0-00-000,JA28430321500000000,2525 WALROND AVE,KANSAS CITY,64127,"GRIEGER & OEHLSCHLAGER'S FIRST ADD, LOT 7",K2015-01394,,,,151.51,,,,Kansas City
179,28-430-30-09-00-0-00-000,JA28430300900000000,2517 AGNES AVE,KANSAS CITY,64127,"DENNY'S A F FIRST ADD AMEND PLAT, N 25' LOT 20",K2014-15405,K2015-01391,,,1792.2,1792.2,,,Kansas City
820,28-430-32-13-00-0-00-000,JA28430321300000000,2519 WALROND AVE,KANSAS CITY,64127,"HARWOOD PLACE CORR PLAT OF, LOT 30",K2015-01393,,,,300.88,,,,Kansas City
947,28-430-29-11-00-0-00-000,JA28430291100000000,2525 BENTON BLVD,KANSAS CITY,64127,"CORDER N PLACE, LOT 8",K2015-01389,,,,1395.63,,,,Kansas City
132,28-430-37-14-00-0-00-000,JA28430371400000000,2627 BELLEFONTAINE AVE,KANSAS CITY,64127,"GLENCORE, N 14' OF LOT 34 & S 22' OF LOT 35",K2014-01426,,,,1249.52,,,,Kansas City
153,28-430-36-06-00-0-00-000,JA28430360600000000,3203 E 26TH TER,KANSAS CITY,64127,"KIMBER PLACE, LOT 12",K2015-01404,,,,3008.09,,,,Kansas City
213,28-440-02-18-00-0-00-000,JA28440021800000000,4010 E 24TH ST,KANSAS CITY,64127,"HILL TOP, LOT 20",K2015-01417,,,,205.87,,,,Kansas City
217,28-440-01-24-00-0-00-000,JA28440012400000000,2318 JACKSON AVE,KANSAS CITY,64127,"JACKSON PARK, LOT 7",K2015-01416,,,,1381.53,,,,Kansas City
186,28-440-14-26-00-0-00-000,JA28440142600000000,2440 NORTON AVE,KANSAS CITY,64127,"ALTA VISTA, N 30' LOT 96 & S 5' LOT 97",K2015-01437,,,,1568.79,,,,Kansas City
215,28-440-10-01-00-0-00-000,JA28440100100000000,3615 E 24TH ST UNIT 1,KANSAS CITY,64127,"HOMEVIEW, LOT 48",K2015-01431,,,,1373.9,,,,Kansas City
226,28-440-05-06-00-0-00-000,JA28440050600000000,3705 E 23RD ST,KANSAS CITY,64127,"HOMEVIEW, LOT 34",K2015-01425,,,,209.28,,,,Kansas City
227,28-440-05-07-00-0-00-000,JA28440050700000000,3703 E 23RD ST,KANSAS CITY,64127,"HOMEVIEW, LOT 35",K2015-01426,,,,217.23,,,,Kansas City
228,28-440-06-01-00-0-00-000,JA28440060100000000,3619 E 23RD ST,KANSAS CITY,64127,"HOMEVIEW, LOT 36",K2015-01427,,,,1514.99,,,,Kansas City
933,28-440-12-21-00-0-00-000,JA28440122100000000,3816 E 25TH ST,KANSAS CITY,64127,"MERSINGTON HEIGHTS RESURVEY, E 25' OF N 70.6' OF LOT 52 & S 1/2 VAC COOK ST LY N OF & ADJ",K2015-01434,,,,202.47,,,,Kansas City
158,28-440-22-23-00-0-00-000,JA28440222300000000,3614 E 26TH ST,KANSAS CITY,64127,"JERSEY HEIGHTS, E 34' OF W 66' OF LOTS 13 14 15 16 & 17 BLK 2",K2015-01443,,,,1216,,,,Kansas City
159,28-440-22-17-00-0-00-000,JA28440221700000000,2541 ASKEW AVE,KANSAS CITY,64127,"JERSEY HEIGHTS, E 126.05' LOT 8 & N 5' OF E 126.05' LOT 9 BLK 2",K2015-01441,,,,1347.65,,,,Kansas City
206,28-440-15-01-00-0-00-000,JA28440150100000000,2404 JACKSON AVE,KANSAS CITY,64127,"JACKSON PARK, LOTS 16, 17, 18 & N 18' OF LOT 19",K2015-01438,,,,2116.86,,,,Kansas City
104,28-440-25-28-00-0-00-000,JA28440252800000000,2510 MYRTLE AVE,KANSAS CITY,64127,"HIGHBURY PARK, S 1/2 OF LOT 38",K2015-01446,,,,1610.48,,,,Kansas City
139,28-440-33-21-00-0-00-000,JA28440332100000000,2641 ASKEW AVE,KANSAS CITY,64127,"RATLIFFS ADD, W 99.35' LOT 3",K2015-01457,,,,3077.36,,,,Kansas City
140,28-440-28-15-00-0-00-000,JA28440281500000000,2641 NORTON AVE,KANSAS CITY,64127,"ALTA VISTA, LOT 74",K2015-01448,,,,1050.8,,,,Kansas City
143,28-440-34-11-00-0-00-000,JA28440341100000000,2619 BALES AVE,KANSAS CITY,64127,"JERSEY HEIGHTS, LOTS 11 & 12 BLK 7",K2015-15523,,,,1267.57,,,,Kansas City
146,28-440-33-36-00-0-00-000,JA28440333600000000,3618 E 27TH ST,KANSAS CITY,64127,"RATLIFFS ADD, LOTS 5-6-7",K2014-15406,K2015-01460,,,7172.76,7172.76,,,Kansas City
